model,idx,alpha,beta,lambda,alpha_estimate,alpha_se,beta_estimate,beta_se
2,5,-29.8624897506545,0.419662084696832,0.00256070656206785,-30.8840973941081,0.603250192105751,-0.469301009252763,0.0910160364069404
2,5,-39.4320717134392,0.299012333549422,0.236421438224932,-39.9895259307517,2.36808668432896,-1.14521475313552,0.0865322848702136
2,5,-30.5092228876968,0.433635350342018,0.176888962934798,-39.5531248084291,2.13196108457443,-1.06849105859212,0.0902296012779587
2,5,-39.0715274669129,0.283770298772991,0.0187975126692685,-39.9661914848296,0.91356220656324,-0.68336710838868,0.0939826872728674
2,5,-43.6561846834245,0.351414526348751,0.000161823577413048,-42.5397973340661,1.3404203720596,-0.809417296534658,0.0927998132357233
2,5,-45.8318366386872,0.40021547231289,0.0125774816228568,-47.0900302073181,0.75702338080482,-0.56118051402846,0.0913755564972783
2,5,-35.3211666671804,0.245670783175473,0.164337135368114,-36.4843769603014,1.51424359574079,-0.909481942762561,0.0937009956555967
2,5,-41.6742442816823,0.487042534958685,0.0339802209937215,-41.0339189880791,0.899885917878736,-0.663321977035408,0.0912793207771992
2,5,-37.2368993086077,0.383967111276858,0.00466725227090059,-38.694655462639,1.09865389395375,-0.748417386302973,0.0929792345923457
2,5,-35.6064324341094,0.435258641226316,0.0846001256106748,-35.7478389476349,0.808684899574412,-0.626352087193056,0.0958016211327823
2,5,-51.5337248042226,0.274769128246581,0.00290821167500581,-49.9042255930484,0.772133747565037,-0.801870507084205,0.0980560667350116
2,5,-37.2846789104867,0.315295562411334,0.00140869019810992,-37.3046666096626,1.15689971404107,-0.78520236874707,0.0952235459825403
2,5,-33.4822817434839,0.415161371056646,0.183748346992213,-36.308297949435,1.71182847395005,-0.937016364465831,0.0956713466869416
2,5,-32.4939882471527,0.416585542394318,0.00134621319571513,-33.1297373568292,0.689204584218412,-0.490255693211965,0.0963493812574843
2,5,-51.3522655132791,0.362676618209425,0.0117361441954328,-50.3602730940648,0.34681030727635,-0.386907651901334,0.103068596299754
2,5,-42.3132605742549,0.390998078240343,0.0104416084375557,-42.5282360400166,0.857279806749244,-0.595951766758777,0.0916747501506831
