model,idx,alpha,beta,lambda,alpha_estimate,alpha_se,beta_estimate,beta_se
3,1,2.09515270146153,0.319602785430279,0.00128001719405985,2.09517078958713,0.550763839464834,-0.394205846365482,0.0964085352584236
3,1,3.88848731986921,0.173946152088403,0.0414621409752598,5.42017099263018,1.61735746890156,-0.884249179767845,0.0914030502884231
3,1,15.2886460626849,0.149404169660823,0.0494753284009957,14.9605731427352,1.55705976210572,-0.892095976552744,0.0898441360039205
3,1,10.7092597067142,0.079438396850918,0.00144136570423615,10.0034627942274,2.16597242375036,-1.05627612993025,0.0861695097993707
3,1,-0.979095291920675,0.102466996900936,0.0202350748828654,1.38974787403103,2.15935307227275,-1.07849566122163,0.0895208385092072
3,1,8.62072901017527,0.250388269791572,0.0753765350525093,8.79062469860401,0.944629243839479,-0.717379591919757,0.109987769162854
3,1,6.00176529395605,0.330962669304765,0.0153624382351459,5.4197756563824,0.870137732778137,-0.674856126757316,0.101170862910414
3,1,-4.51328108367358,0.176022631593296,0.000542561204054075,-3.61448142705125,1.02366335803361,-0.703862245651765,0.0883433344803829
3,1,-1.75259882435421,0.138089452124786,0.0150447382088971,1.50351417549373,0.867949783864427,-0.601207464459934,0.0912424540239744
3,1,1.60143730855893,0.241737049190864,0.00352997949693651,0.678964521741249,0.601989546199538,-0.499394328864421,0.102227711535941
3,1,12.6983783866901,0.167544105574922,0.010994299523508,12.2655115772274,0.810720456827338,-0.635908029627625,0.101194588448627
3,1,-1.39573747099713,0.320341898581662,0.00294622239581481,-2.29209313157073,0.703211259762043,-0.519461787901541,0.109642435405168
3,1,1.89926599152327,0.39582634050043,0.00220493965774204,2.35588539750733,0.42266917575365,-0.331941596084169,0.100403958882165
3,1,8.0707969582984,0.131100303786611,0.0055362349219227,8.17604782817489,1.06691766126634,-0.739988402625207,0.089970846003575
3,1,4.41809797531012,0.351075183067245,0.105667105429152,3.80591632901649,0.634381217256576,-0.481041330104528,0.0948959296868472
3,1,15.5936519739831,0.117420077815352,0.0328709729410102,16.076240748305,1.26764473279401,-0.808070340023786,0.087755789851649
3,1,9.50565107364547,0.233336731093483,0.0013518139864437,7.99138883887007,0.834133300736464,-0.581451525456599,0.122550393938562
3,1,11.3768170261079,0.141606814014885,0.00173576213385827,11.7733893726642,1.31664643641424,-0.793633705379288,0.0933056146639779
3,1,7.74846326910122,0.134410620049373,0.0020435376143185,7.65500902569784,1.15584613317085,-0.758576063104493,0.0868874540546291
3,1,6.80111381832806,0.10026279761057,0.0302494046961396,6.90579230039763,1.43121028598157,-0.865165904271239,0.0899087349994255
3,1,7.46533366509353,0.155405363521324,2.70445080227434e-05,6.56434965000846,0.885684948169192,-0.638264729897902,0.0894554803498052
3,1,13.5022646723145,0.274468354498083,0.00360655781094847,13.229589262571,0.568073468394833,-0.443764200810154,0.109344822036722
3,1,8.12122476094484,0.237810538827773,0.000155720147430183,7.40695295978319,0.817957858232994,-0.633531316033305,0.0963479234882763
3,1,0.713937997031965,0.155822594619623,0.00377367220055108,0.340559829346225,1.2885673117139,-0.803186761932064,0.101614617275982
3,1,-3.0876936932681,0.116773686032393,0.000403886876182145,-2.17406158268592,1.3773535370812,-0.834320022205213,0.0887129500709149
3,1,-2.55278846736824,0.162216081913518,0.00318835525529267,-2.20943060577807,1.25068734844624,-0.779295260165896,0.0887543255520234
3,1,7.73327987834767,0.375985282124178,0.0212421139846212,7.85737988964488,0.735457196963094,-0.529760268874234,0.114852519666854
3,1,0.953863296519861,0.130380232361071,0.00369932753033797,-0.129624827974021,1.39672892841542,-0.841968700486912,0.0916999323708838
3,1,4.10423508641713,0.117164325664401,0.00120097387201537,3.97558251784865,1.45014258694921,-0.865068716138825,0.0882802918596535
3,1,2.14663198125908,0.366417729726523,0.0542970526910468,0.875091901656584,1.02974148363723,-0.665639836009689,0.101133953360224
3,1,13.7005270283746,0.16987456752054,0.000591955349321584,13.2351825010796,0.975998337394138,-0.709897818244788,0.094731572097313
3,1,-0.134799317456582,0.14920470321133,0.00179059866935275,1.41544278640096,1.11645225788821,-0.755984909286514,0.0913843979931342
3,1,4.34250493453153,0.177132437057287,0.0012216188148998,7.12746691239838,1.0424261739367,-0.722202976478817,0.0879370821239623
3,1,10.2716867091163,0.183283737409966,0.0327997111073529,7.52335281785364,1.39173532334371,-0.827012284508404,0.0849137934103271
3,1,4.25415303808475,0.234936354528075,0.00364269629688254,4.12663835260556,0.681417145001308,-0.4846270210042,0.101942268552608
3,1,8.04649901375204,0.186505206325015,0.00114325957347269,6.67623264794309,0.933406621676998,-0.694891100924264,0.0944158863088728
3,1,11.9328671050153,0.343924575196363,0.000662004584103678,12.912539955051,0.619739388266993,-0.448499082787165,0.095312666787638
3,1,8.51178064186767,0.212361416113395,0.0520270335038789,8.21553139801857,0.806150924920436,-0.609853153244479,0.0955733857400989
3,1,8.75673918152533,0.414549717130692,0.0114517995015085,8.72558257827615,0.465798256606768,-0.326841904308172,0.104407771216538
3,1,-3.35337881268484,0.11224761100549,0.009867591260191,-6.20684581856911,0.947548408648093,-0.690700407456149,0.0980350111773621
3,1,10.4836552774906,0.206689237109669,0.00740317333294219,9.36579290106135,0.534807859933221,-0.436181885752949,0.0998407077278141
3,1,5.87823993012591,0.28354313813607,0.0095460754555705,7.44272125327647,0.881347989514184,-0.644210990263786,0.0921689494991319
3,1,5.17651194211531,0.124620998042647,0.00283251321598402,3.8308925895438,1.52715850305947,-0.856463838840323,0.090423134758502
3,1,-7.36533137796305,0.152642039575755,0.00068198939563763,-7.18095575326737,0.739211498546827,-0.600760223314887,0.0983057938379986
3,1,12.6470112060022,0.200462373164857,0.000935280841710422,12.4485610965526,0.82017659397704,-0.651395372937208,0.109560773883332
3,1,4.11852175526032,0.174299988262626,0.00263164255600793,5.67753640671539,0.853215978568506,-0.661280011697623,0.0975145957185979
3,1,6.15151685075873,0.097226101445218,0.0598161731771604,10.3284514936551,2.23923760598455,-1.0852206782588,0.0868631234792611
3,1,4.75417589527646,0.111411159669816,0.0071730233074986,7.48139710168662,1.41138629187624,-0.86919024308978,0.0896449997622184
3,1,10.4509263617266,0.113526751487584,0.00952463998366484,11.0732365655422,1.2874738665805,-0.825433944903735,0.089584654047008
3,1,14.1044652878201,0.144752354032397,0.00052406237147614,12.7482790029081,1.09024020929601,-0.768188827148037,0.0982496563866741
3,2,2.89103722557402,0.891922979627457,0.00243953661875796,2.49984803910652,0.0217238263244778,0.0270843658085903,0.0911089063806753
3,2,9.76337006113278,1.04443529667432,0.00776471302709584,9.50143379276984,0.0684925416118938,-0.0485371533002882,0.0962976412044635
3,2,2.64589264688442,1.42876437872059,0.0543407044994401,2.49999996951476,0.000721065201597266,0.381738379611824,0.248448788065055
3,2,3.25226125131975,0.918631783148863,0.192958895992142,12.7149810917874,2.62219427722904,-1.18842547101487,0.0704476759772339
3,2,0.344146224366994,0.572595961469579,0.345057838774362,2.32116802620087,2.70480620421205,-1.2136457462987,0.0614973607426887
3,2,-1.54276974267577,2.1488166369019,0.0157595517115416,-1.5000000002597,3.63542260424685e-05,0.615524270382529,0.247045963001616
3,2,9.30176015603623,1.06467823927539,0.000518254400620154,9.49998951003095,0.0039803575856983,0.170884415411221,0.130651794399479
3,2,10.4488261522437,1.67712756573501,0.13191100075004,5.15158486166025,1.62510521324895,-0.887912058100771,0.0895477632274757
3,2,13.0492554950719,1.19437948047131,0.106245719572418,14.8008567358736,1.11697322389562,-0.654993044367849,0.134384215868311
3,2,4.57946935355342,1.18702294238654,0.0102332260038874,4.50095469432663,0.0351166473070847,0.0626503799682423,0.117611239556466
3,2,8.39427239644781,0.775265702690937,0.00234011145202883,8.49141880543836,0.12814665537313,-0.056648439236858,0.130430925904992
3,2,-1.14504306769871,1.00093719853887,0.278013267211368,6.2773857376434,2.81325831355573,-1.22995705490883,0.0561930478325249
3,2,6.15529069616406,2.67595540159097,0.328126199693314,11.7907296699797,2.98137482189844,-1.26755171742511,0.0324746345380432
3,2,10.4651175348864,0.725641172448357,0.00097418370156201,10.4998179195789,0.0713986371622448,-0.0467110823983737,0.105502066842771
3,2,11.3303189859243,0.842142157738594,0.0387062677777081,10.7246571521331,0.522937571339677,-0.401699114184154,0.0909005349855687
3,2,3.64881995296568,0.192503364171575,0.0156649737201674,4.69971844529587,1.11435901000728,-0.741117045888784,0.0908052361578222
3,2,6.45142762211336,0.75958150367103,0.067994780981119,6.27348937422192,0.600096953065804,-0.467154034700154,0.0889189880735202
3,2,8.93224817810847,1.25305950846381,0.0090479325960672,8.5000509168525,0.00944636625133369,0.110187458173899,0.116886541003614
3,2,6.90747058121159,0.655549438639304,0.0368021189916439,6.86662794382704,0.486407571637314,-0.258781680311502,0.0996651332928168
3,2,7.47836750296226,3.49971013683346,0.0036545503044669,7.49999999996466,1.87953263741826e-05,0.642708674543075,0.240453203140734
3,2,7.61823873558905,1.97170858002666,0.00948707371183631,7.49999999995329,1.29056668712547e-05,0.652707537019752,0.236634951602335
3,2,8.7078160159829,2.37472069056665,0.0318945543500145,8.49999997712411,0.000283041555233355,0.422471216995324,0.253705972108925
3,2,14.4072030999839,3.08632091937433,0.00424622644986951,14.4999999999402,1.41587974695542e-05,0.656554801131478,0.23516895682816
3,2,6.06045023488861,1.73657939099885,0.0554010367402565,5.49992561782696,0.0236694309500734,0.178740611926298,0.170974996104426
3,2,9.94906443549263,0.512765508284489,0.0261714027171803,10.5022333942746,0.0765977297341194,-0.0293094730323999,0.117616713706437
3,2,3.53141547514693,1.26866579226588,0.00078628790167691,3.49999055228059,0.00708103648351967,0.0690293689410943,0.0863338149467427
3,2,3.51853495905919,0.237660692646339,0.008859520835934,3.41254318120374,0.555811185794317,-0.458811756242443,0.0932247088723552
3,2,7.78072449024171,2.19546284633259,0.201265175579312,-0.616590334402784,1.8877931172292,-0.987725185164899,0.0913869215514595
3,2,3.6273020740343,5.87632811538491,0.0273551453257283,3.49999996509651,0.000404737955419105,0.568504031999652,0.261316339344981
3,2,10.152766185415,0.833594900970736,0.0415623933891448,10.498244287256,0.0726126323995049,-0.075737905614152,0.091757091198692
3,2,4.40854836169469,3.29429273941295,0.00307052992666611,4.50000000001521,1.08390899467066e-05,0.651682430000651,0.237029835824003
3,2,7.42917569948491,2.46334671207303,0.0275069530944381,7.49999943809163,0.000840151519014803,0.496144241364138,0.266673841177888
3,2,1.88123500961869,0.656639182993101,0.0055209419050966,2.37395367834129,0.349500994680346,-0.240532780491284,0.0995358579649211
3,2,5.25501905894811,1.6531528205208,0.0062652456152077,4.50000074390879,0.00226006245125592,0.157564742791725,0.107230764189506
3,2,6.28329212654303,0.753417455223595,0.00335013018570032,6.02674742917077,0.500509449612143,-0.09979416510416,0.145081513264449
3,2,6.3071553434717,2.67683062496937,0.00925248444841992,6.50000000013878,5.1882558168877e-05,0.628592786392927,0.24585913456506
3,2,1.19672436076645,1.28286345387003,0.197553172971372,-3.83701025101222,2.75508492581807,-1.22783284321851,0.0554800638027919
3,2,7.6996782422331,0.997400002142439,0.037031655807451,7.50000062957825,0.00147985164430731,0.376443199473508,0.247230156131072
3,2,1.52404710821704,1.8250484065848,0.110604342916451,9.31311236736087,1.76719664338919,-0.954740169866595,0.094189207548685
3,2,3.40855970684356,0.577496509974428,0.137285073700795,3.7971278969186,0.564660116822476,-0.459539737020591,0.0951381410284117
3,2,10.3951336292335,6.11284662470936,0.0281749504350171,10.5000000179278,0.000250085426643914,0.438148593879266,0.255038433786575
3,2,4.8183353398031,0.843419832914757,0.0167640015968564,4.50087170026112,0.0523789557472532,0.0019027905624765,0.0975344680744998
3,2,4.97903758451727,1.97558337985955,0.0370373648897682,5.50000006105156,0.00106877909245507,0.2271528853307,0.156195415546632
3,2,4.8347880677794,1.07837361872299,0.0106441854236932,4.50184038428598,0.0511904985450095,-0.0517772898499765,0.092396373397816
3,2,-2.15856660820459,2.63864849981962,0.00894786242903276,-2.49999809983252,0.00227772856692688,0.199361249256351,0.1428092307884
3,2,6.10018256031228,0.118703345434526,0.00022299257653922,5.34305430105693,1.53689697489746,-0.904944897676772,0.0984911313000957
3,2,8.83907460871104,6.71178478846945,0.0235721991773393,9.50000000005588,1.37838829943945e-05,0.654666237902692,0.235889943168585
3,2,4.35531985172519,3.71339731500622,0.0622601191132928,4.49999998020743,0.000536948705701347,0.394714867115374,0.250153728237037
3,2,6.92263073051188,1.36318418557299,0.00486930418158006,6.50041032548828,0.0404517254884957,-0.0201522132523016,0.0918830600827593
3,2,3.76130901620135,0.586881349161627,0.0221770758441186,3.30696494188738,0.417652335514578,-0.292159358990411,0.0972536529947988
3,3,-1.40620461940418,2.96588184408286,0.000874127984641635,-1.50000000123496,9.53942461427912e-05,0.548705809435938,0.25849640173945
3,3,-47.471024487381,2.96717191880983,0.00568983444605414,-47.4999999999835,1.17883443090515e-05,0.655620095330236,0.235525750033606
3,3,-48.2189678308203,2.81235937594884,0.0157189395228533,-48.5000001135307,0.000780555560169014,0.289998099278279,0.204799246368066
3,3,-12.6680508980654,0.587913992397631,0.00113543045364032,-12.325915484374,0.387265768338385,-0.181797674447948,0.0998025446601117
